event_id,ticker,source_scope,window_days,indicator,direction,signal_day,entry_day,entry_price,top_net,bottom_net,top_author_net,previous_top_author_net,author_net_delta,author_net_shift_pct,top_authors,bottom_authors,outcome_horizon,exit_day,exit_price,directional_return_pct,directional_excess_pct,raw_hit,excess_hit,status,evidence
AMD:youtube:30:author_net:2026-05-05:bull,AMD,youtube,30,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,1D,2026-05-06,421.39,0.029060538718894247,0.02127378855409523,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:author_net:2026-05-05:bull,AMD,youtube,30,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,20D,2026-06-03,542.52,0.3248675181323111,0.2890512140233239,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:author_net:2026-05-05:bull,AMD,youtube,30,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,5D,2026-05-12,448.29,0.0947520085960587,0.08099129666461513,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:author_net:2026-05-05:bull,AMD,youtube,30,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,60D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:author_net:2026-05-05:bull,AMD,youtube,30,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,90D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:weighted_net:2026-05-05:bull,AMD,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,1D,2026-05-06,421.39,0.029060538718894247,0.02127378855409523,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:weighted_net:2026-05-05:bull,AMD,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,20D,2026-06-03,542.52,0.3248675181323111,0.2890512140233239,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:weighted_net:2026-05-05:bull,AMD,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,5D,2026-05-12,448.29,0.0947520085960587,0.08099129666461513,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:weighted_net:2026-05-05:bull,AMD,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,60D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:30:weighted_net:2026-05-05:bull,AMD,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,0,2,100.0,2,0,90D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:author_net:2026-05-05:bull,AMD,youtube,90,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,1D,2026-05-06,421.39,0.029060538718894247,0.02127378855409523,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:author_net:2026-05-05:bull,AMD,youtube,90,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,20D,2026-06-03,542.52,0.3248675181323111,0.2890512140233239,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:author_net:2026-05-05:bull,AMD,youtube,90,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,5D,2026-05-12,448.29,0.0947520085960587,0.08099129666461513,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:author_net:2026-05-05:bull,AMD,youtube,90,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,60D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:author_net:2026-05-05:bull,AMD,youtube,90,author_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,90D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:weighted_net:2026-05-05:bull,AMD,youtube,90,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,1D,2026-05-06,421.39,0.029060538718894247,0.02127378855409523,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:weighted_net:2026-05-05:bull,AMD,youtube,90,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,20D,2026-06-03,542.52,0.3248675181323111,0.2890512140233239,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:weighted_net:2026-05-05:bull,AMD,youtube,90,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,5D,2026-05-12,448.29,0.0947520085960587,0.08099129666461513,1,1,settled,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:weighted_net:2026-05-05:bull,AMD,youtube,90,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,60D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
AMD:youtube:90:weighted_net:2026-05-05:bull,AMD,youtube,90,weighted_net,bull,2026-05-05,2026-05-06,409.48999999999995,0.8441400096,0.0,2,1,1,50.0,2,0,90D,,,,,,,pending,[youtube] @jeremylefebvre-clips rank 13/150 bull: 当股价突破分析师的平均目标价时，情况会变得非常有趣。那些原本看好的分析师现在反而显得像个「空头」，因为他们的目标价已经落后于实际股价了。为了不让自己显得像个「小丑」，这些分析师必须在未来几周内上调目标价。这种压力会不断累积，随着更多分析师调高预期，股价上涨的势头会比人们预期的更加剧烈。如果 AMD 在财报后冲向 350 美元，分析师可能不得不给出 450 甚至 500 美元的目标价，这在以前是无法想象的。 https://www.youtube.com/watch?v=WoDNmfzM5dg || [youtube] @rickygutierrezz rank 11/158 bull: 与此同时，它的竞争对手 **AMD** 却在盘后大涨 14%，股价突破 410 美元。 https://www.youtube.com/watch?v=JlktlkaMpRM
PLTR:youtube:30:weighted_net:2026-05-05:bull,PLTR,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,133.71,0.6024559830130813,1.5263689084937808,1,0,1,33.33333333333333,3,3,1D,2026-05-06,133.79,0.0005983097748858413,-0.0071884403899131755,1,0,settled,[youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow
PLTR:youtube:30:weighted_net:2026-05-05:bull,PLTR,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,133.71,0.6024559830130813,1.5263689084937808,1,0,1,33.33333333333333,3,3,20D,2026-06-03,142.2,0.0634956248597709,0.02767932075078372,1,1,settled,[youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow
PLTR:youtube:30:weighted_net:2026-05-05:bull,PLTR,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,133.71,0.6024559830130813,1.5263689084937808,1,0,1,33.33333333333333,3,3,5D,2026-05-12,136.0,0.017126617306110203,0.0033659053746666334,1,1,settled,[youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow
PLTR:youtube:30:weighted_net:2026-05-05:bull,PLTR,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,133.71,0.6024559830130813,1.5263689084937808,1,0,1,33.33333333333333,3,3,60D,,,,,,,pending,[youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow
PLTR:youtube:30:weighted_net:2026-05-05:bull,PLTR,youtube,30,weighted_net,bull,2026-05-05,2026-05-06,133.71,0.6024559830130813,1.5263689084937808,1,0,1,33.33333333333333,3,3,90D,,,,,,,pending,[youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow
PLTR:youtube:90:author_net_shift:2026-05-05:bear,PLTR,youtube,90,author_net_shift,bear,2026-05-05,2026-05-06,133.71,3.1064578063734127,1.5678409084937808,0,3,-3,-75.0,4,3,1D,2026-05-06,133.79,-0.0005983097748858413,0.0071884403899131755,0,1,settled,[youtube] @analisistecnicostreet rank 7/128 bear: 如果它能守住70日和200日移动平均线之上，就像我们现在看到的那样，并明确反弹突破那个区域，那将再次解除这个头肩顶形态。...但是，如果再次看到收盘价低于145美元，大约149美元，那将是非常负面的，并且可能会确认Palantir股价在中长期开始下跌趋势。 https://www.youtube.com/watch?v=LzGEFZihPec || [youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow || [youtube] @felixfriends rank 4/49 bull: 警告：在买入PLTR的回调时需谨慎，但整体为看涨观点，建议关注其技术面回调后的买入机会。 https://www.youtube.com/watch?v=_STWPf8DrOU || [youtube] @stastalksstocks rank 1/91 bull: 如果财报强劲，我们可能会看到股价出现不错的反弹，回到155-160美元的水平。我今天曾考虑买入看涨期权来博弈财报，但我通常不太喜欢在财报发布前后进行交易。 https://www.youtube.com/watch?v=oSJQQOyGKBM || [youtube] @tomnashtv rank 10/92 bull: Palantir 公布的财报显示**营收增长了 70%**。这太疯狂了。更疯狂的是，Palantir 预计今年将以**60% 的营收增长**收官。这是一个惊人的数字。 https://www.youtube.com/watch?v=KdbMHZkcQ8Y
PLTR:youtube:90:author_net_shift:2026-05-05:bear,PLTR,youtube,90,author_net_shift,bear,2026-05-05,2026-05-06,133.71,3.1064578063734127,1.5678409084937808,0,3,-3,-75.0,4,3,20D,2026-06-03,142.2,-0.0634956248597709,-0.02767932075078372,0,0,settled,[youtube] @analisistecnicostreet rank 7/128 bear: 如果它能守住70日和200日移动平均线之上，就像我们现在看到的那样，并明确反弹突破那个区域，那将再次解除这个头肩顶形态。...但是，如果再次看到收盘价低于145美元，大约149美元，那将是非常负面的，并且可能会确认Palantir股价在中长期开始下跌趋势。 https://www.youtube.com/watch?v=LzGEFZihPec || [youtube] @datadispatch rank 10/158 bear: 如果它确实下跌，如果它跌破，如果宏观经济环境给我们带来任何进一步的压力，那么我认为它可能会重新测试 130 美元。 https://www.youtube.com/watch?v=ZaS0a54vZm0 || [youtube] @protraderbenjaminpool rank 13/143 bull: Palantir（PLTR）当前位于上升趋势线以下，但守住125美元支撑位。若价格重新收复并确认突破140.70美元，则视为看涨信号。 https://www.youtube.com/watch?v=BVXQI1JLcAQ || [youtube] @stastalksstocks rank 1/158 bull: 如果股价能突破 150-160 美元，那将引发一些上涨势头。目前我的警报设置在 155 美元。如果突破这个价格，我将进行交易。 https://www.youtube.com/watch?v=j0GjJ5IUiow || [youtube] @felixfriends rank 4/49 bull: 警告：在买入PLTR的回调时需谨慎，但整体为看涨观点，建议关注其技术面回调后的买入机会。 https://www.youtube.com/watch?v=_STWPf8DrOU || [youtube] @stastalksstocks rank 1/91 bull: 如果财报强劲，我们可能会看到股价出现不错的反弹，回到155-160美元的水平。我今天曾考虑买入看涨期权来博弈财报，但我通常不太喜欢在财报发布前后进行交易。 https://www.youtube.com/watch?v=oSJQQOyGKBM || [youtube] @tomnashtv rank 10/92 bull: Palantir 公布的财报显示**营收增长了 70%**。这太疯狂了。更疯狂的是，Palantir 预计今年将以**60% 的营收增长**收官。这是一个惊人的数字。 https://www.youtube.com/watch?v=KdbMHZkcQ8Y
